id,prime_id,number,answer
1664,46,29,0
1665,46,30,0
1666,46,31,0
1667,46,32,0
1668,46,33,0
1669,46,34,0
1670,46,35,0
1671,46,36,0
1672,46,37,0
1673,46,38,0
1674,46,39,0
1675,46,40,0
1676,47,1,0
1677,47,2,0
1678,47,3,0
1679,47,4,0
1680,47,5,0
1681,47,6,0
1682,47,7,0
1683,47,8,0
1684,47,9,0
1685,47,10,0
1686,47,11,0
1687,47,12,0
1688,47,13,0
1689,47,14,0
1690,47,15,0
1691,47,16,0
1692,47,17,0
1693,47,18,0
1694,47,19,0
1695,47,20,0
1696,47,21,0
1697,47,22,0
1698,47,23,0
1699,47,24,0
1700,47,25,0
1701,47,26,0
1702,47,27,0
1703,47,28,0
1704,47,29,0
1705,47,30,0
1706,47,31,0
1707,47,32,0
1708,47,33,0
1709,47,34,0
1710,47,35,0
1711,47,36,0
1712,47,37,0
1713,47,38,0
1714,47,39,0
1715,47,40,0
1716,48,1,0
1717,48,2,0
1718,48,3,0
1719,48,4,0
1720,48,5,0
1721,48,6,0
1722,48,7,0
1723,48,8,0
1724,48,9,0
1725,48,10,0
1726,48,11,0
1727,48,12,0
1728,48,13,0
1729,48,14,0
1730,48,15,0
1731,48,16,0
1732,48,17,0
1733,48,18,0
1734,48,19,0
1735,48,20,0
1736,48,21,0
1737,48,22,0
1738,48,23,0
1739,48,24,0
1740,48,25,0
